MüştəriID,AdSoyad,DoğumTarixi,Cins,TəhsilSəviyyəsi,MəşğulluqStatusu,AylıqGəlir,KreditNövü,KreditMəbləği,KreditMəqsədi,FaizDərəcəsi,KreditSkoru,DigərKreditlərinSayı,KeçmişdəGecikmə,QaraSiyahida,MüraciətStatusu,YoxlayıcınınQeydləri
27375502,Əliyeva Günel,07/12/1980,Q,Magistr,İşləyən,1743,Nağd istehlak krediti,5261,məişət avadanlığı alışı,21.18,1443.0,2,Bəli,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi
84472137,Aysel Vəliyeva,17/01/1980,Qadın,Magistr,İşləyən,2999,Nağd istehlak krediti,500,təmir,23.96,697.0,0,,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır
87803131,Əli Babayev,06/10/1988,K,Bakalavr tehsili,Sahibkar,"2,527",Mikro kredit,72577,dövriyyə vəsaitlərinin artırılması - Biznes krediti,11.54,1214.0,8,Bəli,Xeyr,Rədd edilib,Gəlir çatışmazlığı
49532375,Ayan Hüseynova,05-10-98,Qadın,Bakalavr tehsili,İşləyən,1441,Nağd istehlak krediti,1178 manat,şəxsi istehlak məqsədi,11.8,898.0,3,Xeyr,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır
78497260,Uğur Rəhimov,1988-11-07,,Bakalavr,İşləyən,3218,Nağd istehlak krediti,1447,toy xərcləri,18.36,1497.0,0,,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır
59471405,Nigar Babayeva,1999-02-17,Qadın,Bakalavr tehsili,İşləyən,3023,Nağd istehlak krediti,14578,məişət avadanlığı alışı,12.1,866.0,2,Bəli,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi
96998643,Aydan Sultanova,1984-03-12,Qadın,Bakalavr tehsili,İşləyən,3405,Nağd istehlak krediti,3531,tibbi xərclər,11.64,789.0,3,Bəli,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi
92607071,Məhəmməd Məmmədov,1984-12-02,,Bakalavr tehsili,Sahibkar,3703,Mikro kredit,"83,451",Biznes krediti,11.68,1146.0,2,Xeyr,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi
56127791,Zeynəb Cavadova,10/01/1993,qadin,Bakalavr tehsili,Sahibkar,3834,Mikro kredit,56428,əsas vəsaitlərin alınması - Biznes krediti,23.33,954.0,8,Bəli,Xeyr,Təsdiqlənib,Səhv və ya natamam müraciət | Yoxlayıcı_ID: 777
44040610,Aydan Qasımova,16/02/2000,Qadın,Orta məktəb,İşsiz,61,Nağd istehlak krediti,729,şəxsi istehlak məqsədi,21.39,190.0,1,Bəli,Xeyr,Rədd edilib,Aşağı kredit reytinqi
64725157,Elvin İsmayılov,17/04/1993,,Bakalavr tehsili,İşləyən,970,Nağd istehlak krediti,15845,tibbi xərclər,17.28,1574.0,3,Bəli,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır | Yoxlayıcı_ID: 512
16118658,Günel Tağıyeva,1972-08-03,qadin,Bakalavr tehsili,İşləyən,2279,Nağd istehlak krediti,14821,məişət avadanlığı alışı,20.23,1057.0,4,Bəli,Bəli,Rədd edilib,'Qara siyahı'da olmaq
35988560,Yusif Nəsirov,2006-11-29,Kişi,Magistr,Tələbə,347020,Təhsil krediti,1154,Biznes krediti,24.07,762.0,0,,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır
10833757,Rəşad İsmayılov,01/06/2007,K,Magistr,Tələbə,243,Təhsil krediti,1956,əsas vəsaitlərin alınması - Biznes krediti,12.52,434.0,0,,Xeyr,Rədd edilib,Aşağı kredit reytinqi
65228201,Aylin Rüstəmova,1979-04-06,Q,Magistr,İşləyən,1141,Nağd istehlak krediti,9580,tibbi xərclər,13.01,1048.0,2,Xeyr,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi
92311915,Rəna Rəhimova,31/12/2004,Qadın,Bakalavr,Tələbə,146 AZN,Təhsil krediti,2461,əsas vəsaitlərin alınması - Biznes krediti,21.08,666.0,0,,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır | Yoxlayıcı_ID: 903
71149271,Səbinə Abdullayeva,04/05/2000,Q,Magistr,İşləyən,,Nağd istehlak krediti,3635,məişət avadanlığı alışı,12.71,569.0,4,Xeyr,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır
15190118,Uğur Babayev,12/08/1971,,Orta məktəb,İşsiz,162,Nağd istehlak krediti,640,şəxsi istehlak məqsədi,19.26,305.0,1,Xeyr,Bəli,Rədd edilib,'Qara siyahı'da olmaq
26827531,Ləman Əhmədova,01-04-82,qadin,Bakalavr tehsili,İşləyən,2868,Nağd istehlak krediti,15211,şəxsi istehlak məqsədi,22.88,911.0,4,Bəli,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır
88895747, Ramin Əhmədov ,2003-02-12, kişi ,Bakalavr,Tələbə,175,Təhsil krediti,2259,əsas vəsaitlərin alınması - Biznes krediti,24.35,651.0,0,,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi | Yoxlayıcı_ID: 840
93041432,Samir Qasımov,27/03/1990,K,Magistr,İşləyən,3566,Nağd istehlak krediti,3464,tibbi xərclər,11.73,1157.0,4,Xeyr,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi
47175080,Ramin Əliyev,1987-04-19, kişi ,Orta məktəb,İşsiz,23,Nağd istehlak krediti,550,təmir,17.06,593.0,0,,Bəli,Rədd edilib,'Qara siyahı'da olmaq
78849252, Nigar Rzayeva ,01-10-97,qadin,Bakalavr,İşləyən,3834 AZN,Nağd istehlak krediti,6571,tibbi xərclər,22.2,849.0,4,Xeyr,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır | Yoxlayıcı_ID: 804
91899307,Sevinc Cavadova,1967-09-21,Qadın,Bakalavr,Sahibkar,"2,755",Mikro kredit,58344 AZN,dövriyyə vəsaitlərinin artırılması - Biznes krediti,12.0,1052.0,6,Bəli,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır
17481671,Hüseyn Tağıyev,25/03/1975,,Orta məktəb,İşsiz,222,Nağd istehlak krediti,945,tibbi xərclər,20.29,275.0,2,Bəli,Bəli,Rədd edilib,'Qara siyahı'da olmaq | Yoxlayıcı_ID: 831
28544224,Aysel Məmmədova,1976-02-20,qadin,Bakalavr tehsili,İşləyən,2005,Nağd istehlak krediti,1278,toy xərcləri,13.43,1450.0,4,Bəli,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır | Yoxlayıcı_ID: 748
12807145,Samir Cəfərov,1999-03-21, kişi ,Bakalavr,İşləyən,3303,Nağd istehlak krediti,5926,təmir,23.09,1223.0,1,Bəli,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır
82282166,Murad İsmayılov,1976-04-27,Kişi,Bakalavr tehsili,İşləyən,1623,Nağd istehlak krediti,14163,şəxsi istehlak məqsədi,11.1,436.0,1,Xeyr,Xeyr,Rədd edilib,Aşağı kredit reytinqi | Yoxlayıcı_ID: 603
45502635,Zeynəb Rüstəmova,11-03-79,Q,Bakalavr,İşləyən,2587,Avtomobil krediti,25804,təmir,11.37,1355.0,0,,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır | Yoxlayıcı_ID: 968
66687948,Rəna Sultanova,1991-11-11,Q,Bakalavr,İşləyən,1287,Nağd istehlak krediti,17107,tibbi xərclər,23.71,1377.0,2,Bəli,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi
53850129,Nərmin Qasımova,28/02/1970,Q,Orta məktəb,İşsiz,312,Nağd istehlak krediti,411,təmir,15.7,561.0,1,Bəli,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır
60909102,Ramin Quliyev,24/05/2001,K,Bakalavr tehsili,İşləyən,,Nağd istehlak krediti,9732,şəxsi istehlak məqsədi,22.6,1296.0,3,Bəli,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır | Yoxlayıcı_ID: 952
33168279,Zeynəb İbrahimova,2000-12-25,qadin,Bakalavr tehsili,İşləyən,2206,Nağd istehlak krediti,14170,tibbi xərclər,21.23,885.0,2,Xeyr,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır
62980866,Qasımova Nərmin,23/01/1988,qadin,Magistr,İşləyən,3642,Nağd istehlak krediti,1224,məişət avadanlığı alışı,19.27,1500.0,4,Xeyr,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır
47147221,Ayan Səfərova,07-18-73,qadin,Bakalavr tehsili,İşləyən,3897,Nağd istehlak krediti,6809,Təmir,17.26,457.0,1,Xeyr,Bəli,Rədd edilib,'Qara siyahı'da olmaq
91478143,Fərid Nəsirov,2007-08-27,Kişi,Magistr,Tələbə,243,Təhsil krediti,1034,Biznes krediti,23.71,611.0,0,,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır
44570576,Ramin Sultanov,1983-10-20,K,Bakalavr,İşləyən,2806,Nağd istehlak krediti,9569,məişət avadanlığı alışı,16.76,795.0,4,Xeyr,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi
77030243,Ramin Səfərov,1983-12-31,,Bakalavr tehsili,İşləyən,3935,Nağd istehlak krediti,16460,toy xərcləri,22.78,1237.0,2,Bəli,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır
19987182,Tural Abdullayev,08-14-88,,Bakalavr tehsili,Sahibkar,8912,Mikro kredit,99238 manat,Biznes krediti,13.97,863.0,6,Bəli,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi
27348252,Anar Hüseynov,1973-01-11,Kişi,Magistr,Sahibkar,6774,Mikro kredit,76052,Biznes krediti,21.56,1551.0,8,Bəli,Bəli,Rədd edilib,'Qara siyahı'da olmaq
90690153,Məhəmməd Abdullayev,06-29-75,Kişi,Bakalavr,İşləyən,1865,Nağd istehlak krediti,1490,toy xərcləri,15.22,1247.0,0,,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi
34417945,Yusif Qasımov,07-10-75,Kişi,Bakalavr,İşləyən,1412 manat,Nağd istehlak krediti,14814,şəxsi istehlak məqsədi,24.59,612.0,4,Xeyr,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır | Yoxlayıcı_ID: 224
69349788,Fidan Rəhimova,1968-08-30,Qadın,Orta məktəb,İşsiz,225,Nağd istehlak krediti,363,toy xərcləri,11.02,323.0,0,,Bəli,Rədd edilib,'Qara siyahı'da olmaq
34350247, Zəhra İsmayılova ,1998-03-10,Q,Bakalavr,İşləyən,2725,Nağd istehlak krediti,10966,təmir,15.85,1161.0,1,Xeyr,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi
53138153,Fidan Səfərova,2003-10-19,Qadın,Magistr,Tələbə,283,Təhsil krediti,1623,Biznes krediti,18.96,764.0,1,Xeyr,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır
86102674,Fərid Rzayev,1996-03-27, kişi ,Orta məktəb,İşsiz,32,Nağd istehlak krediti,926,toy xərcləri,23.5,562.0,2,Xeyr,Xeyr,Rədd edilib,Gəlir çatışmazlığı
45218615,Məryəm Cavadova,03-29-04,,Bakalavr,Tələbə,203323,Təhsil krediti,2982,Biznes krediti,11.94,422.0,0,,Xeyr,Rədd edilib,Aşağı kredit reytinqi
41235547,Sahil Nəsirov,2005-04-18,,Bakalavr,Tələbə,217,Təhsil krediti,1068,Biznes krediti,16.0,627.0,0,,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır
86401179,yusif rzayev,1976-01-30,K,Orta məktəb,İşsiz,130 manat,Nağd istehlak krediti,608,toy xərcləri,20.08,165.0,1,Xeyr,Xeyr,Rədd edilib,Aşağı kredit reytinqi | Yoxlayıcı_ID: 130
45222083,Səbinə Hüseynova,19/05/2004,Qadın,Bakalavr tehsili,Tələbə,198,Təhsil krediti,2109,əsas vəsaitlərin alınması - Biznes krediti,23.62,427.0,0,,Xeyr,Rədd edilib,Aşağı kredit reytinqi | Yoxlayıcı_ID: 115
40330301,Zülfiyyə Sultanova,2000-01-23,Qadın,Orta məktəb,İşsiz,327,Nağd istehlak krediti,524,təmir,21.49,379.0,1,Xeyr,Xeyr,Rədd edilib,Aşağı kredit reytinqi
49452724,Kəmalə İbrahimova,1974-10-29,Qadın,Bakalavr,İşləyən,1211,Nağd istehlak krediti,4025,toy xərcləri,11.02,1002.0,2,Bəli,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi | Yoxlayıcı_ID: 959
93828354,Rəşad Hüseynov,08/07/2005,K,Bakalavr tehsili,Tələbə,280,Təhsil krediti,1130,əsas vəsaitlərin alınması - Biznes krediti,23.54,311.0,1,Xeyr,Xeyr,Rədd edilib,Aşağı kredit reytinqi
86513626,Anar Əhmədov,2005-05-25, kişi ,Bakalavr,Tələbə,126,Təhsil krediti,706,dövriyyə vəsaitlərinin artırılması - Biznes krediti,15.48,255.0,1,Xeyr,Xeyr,Rədd edilib,Aşağı kredit reytinqi | Yoxlayıcı_ID: 380
10658437,Günel Cavadova,1967-01-08,Qadın,Orta məktəb,İşsiz,12,Nağd istehlak krediti,715,təmir,23.13,212.0,2,Xeyr,Xeyr,Rədd edilib,Aşağı kredit reytinqi | Yoxlayıcı_ID: 549
59426499,Nigar Sultanova,1981-05-04,Q,Magistr,İşləyən,2269,Nağd istehlak krediti,3643 AZN,təmir,12.72,1449.0,1,Bəli,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır
50035816,Aysel Sultanova,10-03-06,Qadın,Bakalavr,Tələbə,178 manat,Təhsil krediti,2068,dövriyyə vəsaitlərinin artırılması - Biznes krediti,20.3,590.0,0,,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır | Yoxlayıcı_ID: 845
55966111,Tural Cəfərov,10-29-04, kişi ,Magistr,Tələbə,295,Təhsil krediti,1526,əsas vəsaitlərin alınması - Biznes krediti,20.56,729.0,0,,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır
57169904,Zeynəb Tağıyeva,2007-04-23,qadin,Bakalavr,Tələbə,220,Təhsil krediti,1289,əsas vəsaitlərin alınması - Biznes krediti,15.81,321.0,1,Xeyr,Xeyr,Rədd edilib,Aşağı kredit reytinqi | Yoxlayıcı_ID: 746
77818465,Zeynəb Səfərova,1993-09-11,Qadın,Bakalavr,Sahibkar,6972,Mikro kredit,56123,Biznes krediti,22.84,1168.0,6,Bəli,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır | Yoxlayıcı_ID: 788
25371615,Ayan Babayeva,1995-09-28,,Orta məktəb,İşsiz,16,Nağd istehlak krediti,623,təmir,24.08,517.0,0,,Xeyr,Rədd edilib,Gəlir çatışmazlığı
82954212,Samir Babayev,23/06/1972,K,Bakalavr,İşləyən,1554,Nağd istehlak krediti,6116,məişət avadanlığı alışı,19.35,1551.0,2,Bəli,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır | Yoxlayıcı_ID: 846
35924182,Lalə Rəhimova,1988-07-13,,Bakalavr tehsili,İşləyən,,Nağd istehlak krediti,"4,483",tibbi xərclər,21.76,695.0,0,,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi | Yoxlayıcı_ID: 954
54833632,Günel Rəhimova,1966-10-12,qadin,Bakalvar tehsili,Sahibkar,4234,Mikro kredit,56173,əsas vəsaitlərin alınması - Biznes krediti,14.87,1406.0,8,Xeyr,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır | Yoxlayıcı_ID: 576
38077738,Cavid Rüstəmov,2001-11-11,K,Bakalavr tehsili,İşləyən,1474,Nağd istehlak krediti,8801,tibbi xərclər,23.18,569.0,1,Bəli,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır
69332152,Nihat Hüseynov,27/11/2001,K,Magistr,İşləyən,2416,Avtomobil krediti,16024,tibbi xərclər,22.76,1162.0,1,Xeyr,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi
16914154,Məryəm Rüstəmova,12-25-68,Q,Orta məktəb,İşsiz,200,Nağd istehlak krediti,559,təmir,16.26,371.0,0,,Xeyr,Rədd edilib,Aşağı kredit reytinqi
91487403,Zeynəb Rüstəmova,2004-11-03,,Bakalavr tehsili,Tələbə,149,Təhsil krediti,1991,əsas vəsaitlərin alınması - Biznes krediti,21.87,,0,,Xeyr,Rədd edilib,Aşağı kredit reytinqi
30221694,Elvin İbrahimov,1982-10-17,,Magistr,İşləyən,3295,Nağd istehlak krediti,3851 AZN,məişət avadanlığı alışı,13.62,1516.0,4,Xeyr,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır
64551133,Aysel İbrahimova,31/01/1981,,Magistr,İşləyən,928,Nağd istehlak krediti,19034,məişət avadanlığı alışı,12.85,1155.0,3,Xeyr,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır | Yoxlayıcı_ID: 880
31405099,Səbinə Qasımova,07-18-88,Qadın,Bakalavr,İşləyən,2805,Nağd istehlak krediti,7977,təmir,21.24,1476.0,4,Bəli,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır
96728487,Kamal Əhmədov,17/08/1971,Kişi,Bakalavr tehsili,İşləyən,1311,Nağd istehlak krediti,8741,məişət avadanlığı alışı,11.31,1587.0,0,,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır | Yoxlayıcı_ID: 287
19852091,Zəhra Babayeva,10-26-90,Q,Bakalavr,İşləyən,2239,Nağd istehlak krediti,14790,təmir,22.74,549.0,3,Bəli,Bəli,Rədd edilib,'Qara siyahı'da olmaq
86234430,Nərmin Rzayeva,18/09/2003,qadin,Bakalavr tehsili,Tələbə,174,Təhsil krediti,1289,Biznes krediti,15.98,266.0,1,Bəli,Xeyr,Rədd edilib,Aşağı kredit reytinqi
30226089,Şəbnəm Əhmədova,01-11-01,Q,Bakalavr tehsili,İşləyən,1473,Nağd istehlak krediti,8216,toy xərcləri,23.18,1067.0,0,,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi
93313431,Nərmin Əliyeva,11-09-70,qadin,Bakalavr tehsili,Sahibkar,2583,Mikro kredit,92986,Biznes krediti,23.72,1173.0,2,Xeyr,Xeyr,Rədd edilib,Gəlir çatışmazlığı | Yoxlayıcı_ID: 215
10668894,Məhəmməd İbrahimov,03-02-92, kişi ,Bakalavr tehsili,İşləyən,3117,Nağd istehlak krediti,618,təmir,15.41,1142.0,4,Xeyr,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi
84378214,Fərid Babayev,1988-07-16, kişi ,Bakalavr,İşləyən,"1,907",Avtomobil krediti,16474,şəxsi istehlak məqsədi,22.08,515.0,2,Xeyr,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi
64669727,Rəna Cavadova,08-18-83,Q,Magistr,İşləyən,2347,Nağd istehlak krediti,14336,təmir,15.63,1236.0,1,Bəli,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi
67475484,Cavid Qasımov,2003-03-31, kişi ,Magistr,Tələbə,265,Təhsil krediti,2968,dövriyyə vəsaitlərinin artırılması - Biznes krediti,24.64,326.0,0,,Xeyr,Rədd edilib,Aşağı kredit reytinqi
57144667,Rəşad Rüstəmov,18/07/1978, kişi ,Bakalavr tehsili,İşləyən,2293,Nağd istehlak krediti,11033,toy xərcləri,18.78,642.0,4,Bəli,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi
97665270,Zəhra Tağıyeva,2003-08-22,Q,Bakalavr tehsili,Tələbə,229 manat,Təhsil krediti,1474,Biznes krediti,16.68,638.0,0,,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır
74066323,Rauf Səfərov,19/03/1976, kişi ,Bakalavr tehsili,İşləyən,,Nağd istehlak krediti,18935,məişət avadanlığı alışı,23.61,1420.0,4,Xeyr,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi
51604119,Rəna Əliyeva,07-04-04,,Bakalavr tehsili,Tələbə,,Təhsil krediti,1485,dövriyyə vəsaitlərinin artırılması - Biznes krediti,16.22,471.0,0,,Xeyr,Rədd edilib,Aşağı kredit reytinqi | Yoxlayıcı_ID: 634
66962359,Məryəm Babayeva,07-06-92,Q,Bakalavr,İşləyən,2598,Nağd istehlak krediti,11566,tibbi xərclər,17.78,1412.0,0,,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi
50022312,Rəna İbrahimova,2004-01-09,,Bakalavr tehsili,Tələbə,264,Təhsil krediti,2890,əsas vəsaitlərin alınması - Biznes krediti,15.91,399.0,0,,Xeyr,Rədd edilib,Aşağı kredit reytinqi
14597328,Zeynəb Sultanova,01-29-69,qadin,Orta məktəb,İşsiz,5,Nağd istehlak krediti,877,şəxsi istehlak məqsədi,12.27,507.0,0,,Xeyr,Rədd edilib,Gəlir çatışmazlığı | Yoxlayıcı_ID: 202
95938366,Aysel Qasımova,12-06-90,Qadın,Magistr,İşləyən,2399,Nağd istehlak krediti,14032,tibbi xərclər,19.35,1089.0,0,,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır | Yoxlayıcı_ID: 406
36374885,Günel Cəfərova,06-21-76,Qadın,Magistr,İşləyən,3822 AZN,Nağd istehlak krediti,13284,tibbi xərclər,15.29,1202.0,3,Xeyr,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır | Yoxlayıcı_ID: 527
20218001,Fərid Məmmədov,04-10-76,Kişi,Magistr,İşləyən,1042,Nağd istehlak krediti,18169,toy xərcləri,12.01,1385.0,4,Xeyr,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi | Yoxlayıcı_ID: 351
49379559,Lalə Abdullayeva,1992-12-21,,Magistr,İşləyən,3618,Nağd istehlak krediti,"12,099",toy xərcləri,23.12,847.0,0,,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır
38283076,Ayan Sultanova,04/06/1983,qadin,Bakalavr,İşləyən,2974,Nağd istehlak krediti,17196 AZN,məişət avadanlığı alışı,18.87,657.0,4,Bəli,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi
91883383,Günel Nəsirova,31/08/1986,Q,Bakalavr,İşləyən,2515 AZN,Nağd istehlak krediti,5094,şəxsi istehlak məqsədi,15.89,715.0,3,Bəli,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır
47417838,Lalə Cəfərova,1992-09-04,qadin,Bakalavr tehsili,İşləyən,2630,Nağd istehlak krediti,3569,məişət avadanlığı alışı,17.64,,3,Xeyr,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır
19911535,Sahil Cavadov,03/08/1968,Kişi,Orta məktəb,İşsiz,26,Nağd istehlak krediti,373,tibbi xərclər,12.7,317.0,1,Bəli,Xeyr,Rədd edilib,Aşağı kredit reytinqi
51239846,Murad Nəsirov,05-01-92,Kişi,Orta məktəb,İşsiz,389,Nağd istehlak krediti,944,təmir,16.19,441.0,1,Xeyr,Xeyr,Rədd edilib,Aşağı kredit reytinqi
68151737,Nigar Tağıyeva,08-31-79,,Orta məktəb,İşsiz,246,Nağd istehlak krediti,722,şəxsi istehlak məqsədi,13.83,206.0,0,,Xeyr,Rədd edilib,Aşağı kredit reytinqi | Yoxlayıcı_ID: 423
39421502,Sahil İsmayılov,1961-06-09,,Orta məktəb,İşsiz,,Nağd istehlak krediti,762,təmir,15.89,240.0,2,Bəli,Xeyr,Rədd edilib,Aşağı kredit reytinqi
22790881,Ramin Cavadov,04-09-73,,Bakalavr,İşləyən,819,Avtomobil krediti,35346,tibbi xərclər,18.02,1027.0,2,Xeyr,Xeyr,Rədd edilib,Gəlir çatışmazlığı
80561156,Nigar Əliyeva,30/05/1981,Q,Orta məktəb,İşsiz,220,Nağd istehlak krediti,796,tibbi xərclər,19.46,172.0,2,Bəli,Xeyr,Rədd edilib,Aşağı kredit reytinqi
49498365,Samir Rzayev,02-10-05,Kişi,Magistr,Tələbə,150,Təhsil krediti,1675,Biznes krediti,17.16,533.0,0,,Xeyr,Təsdiqlənib,İş stajı yetərsizdir
11073201,Uğur Cəfərov,09/07/2003,Kişi,Bakalavr tehsili,Tələbə,293,Təhsil krediti,1328,dövriyyə vəsaitlərinin artırılması - Biznes krediti,20.66,776.0,1,Xeyr,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi
92163753,Nihat Vəliyev,1990-03-02, kişi ,Bakalavr,İşləyən,3823,Nağd istehlak krediti,9368,şəxsi istehlak məqsədi,19.16,511.0,4,Bəli,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi
22640811,Məhəmməd Səfərov,1994-07-04,K,Bakalavr,Sahibkar,5338,Mikro kredit,38459,Biznes krediti,24.93,811.0,3,Xeyr,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi
65089068,Nihat Rəhimov,1978-11-15,K,Magistr,İşləyən,2922,Nağd istehlak krediti,16490,təmir,13.83,777.0,4,Bəli,Bəli,Rədd edilib,'Qara siyahı'da olmaq
60967628,Rauf Vəliyev,01-01-77,K,Orta məktəb,İşsiz,164,Nağd istehlak krediti,922 AZN,təmir,12.98,581.0,2,Bəli,Bəli,Təsdiqlənib,'Qara siyahı'da olmaq
41519962,Emin Rzayev,1988-08-08,K,Magistr,İşləyən,1242,Nağd istehlak krediti,14979,təmir,19.89,1436.0,2,Xeyr,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi
52440565,Fərid Tağıyev,2007-09-30,Kişi,Bakalavr tehsili,Tələbə,133,Təhsil kriditi,1697,dövriyyə vəsaitlərinin artırılması - Biznes krediti,12.47,265.0,0,,Xeyr,Rədd edilib,Aşağı kredit reytinqi
86559546,Ayan Babayeva,1990-11-04,qadin,Bakalavr tehsili,İşləyən,2352,Nağd istehlak krediti,1916,məişət avadanlığı alışı,14.46,573.0,3,Bəli,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi
86007577,Ramin Cəfərov,1979-04-08,,Magistr,İşləyən,2025,Nağd istehlak krediti,11467 AZN,təmir,16.2,629.0,0,,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi
35227645,Şəbnəm Cəfərova,2007-08-01,qadin,Bakalavr,Tələbə,270,Təhsil krediti,1806,əsas vəsaitlərin alınması - Biznes krediti,23.41,493.0,0,,Xeyr,Rədd edilib,Aşağı kredit reytinqi
52453578,Rauf Qasımov,2006-08-27, kişi ,Magistr,Tələbə,111,Təhsil krediti,1012,Biznes krediti,20.71,472.0,0,,Xeyr,Rədd edilib,Aşağı kredit reytinqi
77717828,Səbinə Sultanova,09/07/2006,,Bakalavr tehsili,Tələbə,242,Təhsil krediti,2538,Biznes krediti,11.34,349.0,1,Xeyr,Xeyr,Rədd edilib,Aşağı kredit reytinqi
62611508,Əli Tağıyev,1971-02-20,,Bakalavr,İşləyən,982,Nağd istehlak krediti,15716,tibbi xərclər,23.07,1192.0,0,,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır
54718545,Anar İsmayılov,08/07/2000, kişi ,Bakalavr tehsili,İşləyən,2133,Nağd istehlak krediti,4956,məişət avadanlığı alışı,19.37,1412.0,1,Bəli,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır
